ITEM	MAPPED_ITEM	Item_Start_Date	Item_End_Date	Item_reuse_flag	Mapped_Item_Desc	Mapped_Item_Category	Mapped_Item_Group	Mapped_Item_Subgroup	CATEGORY_DESC	GROUP_DESC	SUBGROUP_DESC	BTOS	BTOS_DESC	MODIFY_BBI_FLAG
00011	00011	01/02/1984	30/11/1989		Professional attendance, not being an attendance at consulting rooms, a hospital or a nursing home or an attendance that is one of 2 or more attendances on the one occasion at an institution, of not more than 5 minutes duration (not being an attendance covered by any other item in this Part)-at a time other than a time covered by Item 12-- each attendance	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00012	00012	01/02/1984	30/11/1989		Professional attendance, not being an attendance at consulting rooms, a hospital or a nursing home or an attendance that is one of 2 or more attendances on the one occasion at an institution, of not more than 5 minutes duration (not being an attendance covered by any other item in this Part)-- each attendance on a public holiday, on a Sunday, before 8 a.m. or after 1 p.m. on a Saturday or at any time other than between 8 a.m. and 8 p.m. on a day not being a Saturday, Sunday or public holiday	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00013	00004	01/11/1990	30/04/2010		Consultation at a place other than consulting rooms or a residential aged care facilityprofessional attendance on 1 or more patients on 1 occasion at a place other than consulting rooms or a residential aged care facility.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00014	00004	01/12/1989	31/10/1990		Consultation at a place other than consulting rooms or a residential aged care facilityprofessional attendance on 1 or more patients on 1 occasion at a place other than consulting rooms or a residential aged care facility.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00015	00015	01/02/1984	28/02/1990		Professional attendance, not being an attendance at consulting rooms, a hospital or a nursing home or an attendance that is one of 2 or more attendances on the one occasion at an institution, of more than 5 minutes duration but not more than 25 minutes duration (not being an attendance covered by any other item in this Part) at a time other than a time covered by Item 16-- each attendance	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00016	00016	01/02/1984	30/11/1989		Professional attendance, not being an attendance at consulting rooms, a hospital or a nursing home or an attendance that is one of 2 or more attendances on the one occasion at an institution, of more than 5 minutes duration but not more than 25 minutes duration (not being an attendance covered by any other item in this Part)-- each attendance on a public holiday, on a Sunday, before 8 a.m. or after 1 p.m. on a Saturday or at any time other than between 8 a.m. and 8 p.m. on a day not being a Saturday, Sunday or public holiday	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00017	00017	01/02/1984	28/02/1990		Professional attendance, not being an attendance at consulting rooms, a hospital or a nursing home or an attendance that is one of 2 or more attendances on the one occasion at an institution, of more than 25 minutes duration but not more than 45 minutes duration (not being an attendance covered by any other item in this Part) at a time other than a time covered by Item 18-- each attendance	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00018	00018	01/02/1984	30/11/1989		Professional attendance, not being an attendance at consulting rooms, a hospital or a nursing home or an attendance that is one of 2 or more attendances on the one occasion at an institution, of more than 25 minutes duration but not more than 45 minutes duration (not being an attendance covered by any other item in this Part)-- each attendance on a public holiday, on a Sunday, before 8 a.m. or after 1 p.m. on a Saturday or at any time other than between 8 a.m. and 8 p.m. on a day not being a Saturday, Sunday or public holiday	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00019	00004	01/11/1990	30/04/2010		Consultation at a place other than consulting rooms or a residential aged care facilityprofessional attendance on 1 or more patients on 1 occasion at a place other than consulting rooms or a residential aged care facility.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00020	00020	01/11/1990	31/12/2999		Consultation at a residential aged care facilityprofessional attendance on 1 or more patients in 1 residential aged care facility (but excluding a professional attendance at a self-contained unit) or attendance at consulting rooms situated within such a complex where the patient is accommodated in the residential aged care facility (excluding accommodation in a self-contained unit) on 1 occasion each patient.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00021	00021	01/02/1984	30/11/1989		Professional attendance, not being an attendance at consulting rooms, a hospital or a nursing home or an attendance that is one of 2 or more attendances on the one occasion at an institution, of more than 45 minutes duration (not being an attendance covered by any other item in this Part) at a time other than a time covered by Item 22-- each attendance	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00022	00022	01/02/1984	30/11/1989		Professional attendance, not being an attendance at consulting rooms, a hospital or a nursing home or an attendance that is one of 2 or more attendances on the one occasion at an institution, of more than 45 minutes duration (not being an attendance covered by any other item in this Part)-- each attendance on a public holiday, on a Sunday, before 8 a.m. or after 1 p.m. on a Saturday or at any time other than between 8 a.m. and 8 p.m. on a day not being a Saturday, Sunday or public holiday	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00023	00023	01/12/1989	31/12/2999		Professional attendance by a general practitioner at consulting rooms (not being a service to which any other item in this table applies), lasting less than 20 minutes and including any of the following that are clinically relevant:(a) taking a patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation  each attendance	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00024	00024	01/12/1989	31/12/2999		Consultation at a place other than consulting rooms or a residential aged care facility professional attendance on 1 or more patients on 1 occasion at a place other than consulting rooms or a residential aged care facility.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00025	00024	01/11/1990	30/04/2010		Consultation at a place other than consulting rooms or a residential aged care facility professional attendance on 1 or more patients on 1 occasion at a place other than consulting rooms or a residential aged care facility.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00026	00024	01/12/1989	31/10/1990		Consultation at a place other than consulting rooms or a residential aged care facility professional attendance on 1 or more patients on 1 occasion at a place other than consulting rooms or a residential aged care facility.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00027	00027	01/02/1984	30/11/1989		Professional attendance at a hospital (not being an attendance covered by any other item in this Part) at a time other than a time covered by Item 28-- each attendance where only one in-patient is seen	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00028	00028	01/02/1984	30/11/1989		Professional attendance at a hospital (not being an attendance covered by any other item in this Part)-- each attendance on a public holiday, on a Sunday, before 8 a.m. or after 1 p.m. on a Saturday or at any time other than between 8 a.m. and 8 p.m. on a day not being a Saturday, Sunday or public holiday, where only one in-patient is seen	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00029	00029	01/02/1984	30/11/1989		Professional attendance at a hospital (not being an attendance covered by any other item in this Part)-- an attendance on each of two in-patients in the one hospital on the one occasion at a time other than a time covered by Item 30-- each patient who is not a nursing-home type patient	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00030	00030	01/02/1984	30/11/1989		Professional attendance at a hospital (not being an attendance covered by any other item in this Part)-an attendance on each of two in-patients in the one hospital on the one occasion-each attendance on a public holiday, on a Sunday, before 8 a.m. or after 1 p.m. on a Saturday or at any time other than between 8 a.m. and 8 p.m. on a day not being a Saturday, Sunday or public holiday-each patient who is not a nursing-home type patient	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00031	00031	01/02/1984	30/11/1989		Professional attendance at a hospital (not being an attendance covered by any other item in this Part)-an attendance on each of three or more in-patients in the one hospital on the one occasion-each patient who is not a nursing-home type patient	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00032	00032	01/02/1984	30/11/1989		Professional attendance at a hospital (not being an attendance covered by any other item in this Part)-an attendance on each of two in-patients in the one hospital on the one occasion where at least one of those in-patients is a nursing-home type patient-each nursing-home type patient	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00033	00024	01/11/1990	30/04/2010		Consultation at a place other than consulting rooms or a residential aged care facility professional attendance on 1 or more patients on 1 occasion at a place other than consulting rooms or a residential aged care facility.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00034	00034	01/02/1984	30/11/1989		Professional attendance at a hospital (not being an attendance covered by any other item in this Part)-an attendance on each of three or more in-patients in the one hospital on the one occasion where at least one of those in-patients is a nursing-home type patient-each nursing-home type patient	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00035	00035	01/11/1990	31/12/2999		Professional attendance by a general practitioner at a residential aged care facility to residents of the facility (not being a service to which any other item in this table applies), lasting less than 20 minutes and including any of the following that are clinically relevant:(a) taking a patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation - an attendance on 1 or more patients at 1 residential aged care facility on 1 occasion - each patient	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00036	00036	01/12/1989	31/12/2999		Professional attendance by a general practitioner at consulting rooms (not being a service to which any other item in this table applies), lasting at least 20 minutes and including any of the following that are clinically relevant:(a) taking a detailed patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation each attendance	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00037	00037	01/12/1989	31/12/2999		Professional attendance by a general practitioner (not being an attendance at consulting rooms or a residential aged care facility and not being a service to which any other item in this table applies), lasting at least 20 minutes and including any of the following that are clinically relevant: (a) taking a detailed patient history; (b) performing a clinical examination; (c) arranging any necessary investigation; (d) implementing a management plan; (e) providing appropriate preventive health care; for 1 or more health-related issues, with appropriate documentation - an attendance on 1 or more patients at 1 place on 1 occasion	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00038	00037	01/11/1990	30/04/2010		Professional attendance by a general practitioner (not being an attendance at consulting rooms or a residential aged care facility and not being a service to which any other item in this table applies), lasting at least 20 minutes and including any of the following that are clinically relevant: (a) taking a detailed patient history; (b) performing a clinical examination; (c) arranging any necessary investigation; (d) implementing a management plan; (e) providing appropriate preventive health care; for 1 or more health-related issues, with appropriate documentation - an attendance on 1 or more patients at 1 place on 1 occasion	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00039	00037	01/12/1989	31/10/1990		Professional attendance by a general practitioner (not being an attendance at consulting rooms or a residential aged care facility and not being a service to which any other item in this table applies), lasting at least 20 minutes and including any of the following that are clinically relevant: (a) taking a detailed patient history; (b) performing a clinical examination; (c) arranging any necessary investigation; (d) implementing a management plan; (e) providing appropriate preventive health care; for 1 or more health-related issues, with appropriate documentation - an attendance on 1 or more patients at 1 place on 1 occasion	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00040	00037	01/11/1990	30/04/2010		Professional attendance by a general practitioner (not being an attendance at consulting rooms or a residential aged care facility and not being a service to which any other item in this table applies), lasting at least 20 minutes and including any of the following that are clinically relevant: (a) taking a detailed patient history; (b) performing a clinical examination; (c) arranging any necessary investigation; (d) implementing a management plan; (e) providing appropriate preventive health care; for 1 or more health-related issues, with appropriate documentation - an attendance on 1 or more patients at 1 place on 1 occasion	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00041	00041	01/02/1984	30/11/1989		Professional attendance at a nursing home, including aged persons' accommodation attached to a nursing home or aged persons' accommodation situated within a complex that includes a nursing home (other than a professional attendance at a selfcontained unit) or professional attendance at consulting rooms situated within such a complex where the patient is accommodated in the nursing home or aged persons' accommodation (not being accommodation in a self-contained unit) - each in hours attendance where only one patient is seen	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00042	00042	01/02/1984	30/11/1989		Professional attendance at a nursing home, including aged persons' accommodation attached to a nursing home or aged persons' accommodation situated within a complex that includes a nursing home (other than a professional attendance at a selfcontained unit) or professional attendance at consulting rooms situated within such a complex where the patient is accommodated in the nursing home or aged persons' accommodation (not being accommodation in a self-contained unit) - each after hours attendance where only one patient is seen	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00043	00043	01/11/1990	31/12/2999		Professional attendance by a general practitioner at a residential aged care facility to residents of the facility (not being a service to which any other item in this table applies), lasting at least 20 minutes and including any of the following that are clinically relevant:(a) taking a detailed patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation - an attendance on 1 or more patients at 1 residential aged care facility on 1 occasion - each patient	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00044	00044	01/12/1989	31/12/2999		Professional attendance by a general practitioner at consulting rooms (not being a service to which any other item in this table applies), lasting at least 40 minutes and including any of the following that are clinically relevant:(a) taking an extensive patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation - each attendance	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00045	00045	01/02/1984	30/11/1989		Professional attendance at a nursing home, including aged persons' accommodation attached to a nursing home or aged persons' accommodation situated within a complex that includes a nursing home (other than a professional attendance at a selfcontained unit) or professional attendance at consulting rooms situated within such a complex where the patient is accommodated in the nursing home or aged persons' accommodation (not being accommodation in a self-contained unit) - an attendance on two patients in the one nursing home or aged persons' accommodation on the one occasion - each patient	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00046	00046	01/02/1984	31/12/1989		Professional attendance at a nursing home, including aged persons' accommodation attached to a nursing home or aged persons' accommodation situated within a complex that includes a nursing home (other than a professional attendance at a selfcontained unit) or professional attendance at consulting rooms situated within such a complex where the patient is accommodated in the nursing home or aged persons' accommodation (not being accommodation in a self-contained unit) - an attendance on three or more patients in the one nursing home or aged persons' accommodation on the one occasion - each patient	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00047	00047	01/12/1989	31/12/2999		Professional attendance by a general practitioner (not being an attendance at consulting rooms or a residential aged care facility and not being a service to which any other item in this table applies), lasting at least 40 minutes and including any of the following that are clinically relevant:(a) taking an extensive patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation  an attendance on 1 or more patients at 1 place on 1 occasion - each patient.  extended medicare safety net cap: 300% of the derived fee for this item, or $500, whichever is the lesser amount.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00048	00047	01/11/1990	30/04/2010		Professional attendance by a general practitioner (not being an attendance at consulting rooms or a residential aged care facility and not being a service to which any other item in this table applies), lasting at least 40 minutes and including any of the following that are clinically relevant:(a) taking an extensive patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation  an attendance on 1 or more patients at 1 place on 1 occasion - each patient.  extended medicare safety net cap: 300% of the derived fee for this item, or $500, whichever is the lesser amount.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00049	00047	01/12/1989	31/10/1990		Professional attendance by a general practitioner (not being an attendance at consulting rooms or a residential aged care facility and not being a service to which any other item in this table applies), lasting at least 40 minutes and including any of the following that are clinically relevant:(a) taking an extensive patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation  an attendance on 1 or more patients at 1 place on 1 occasion - each patient.  extended medicare safety net cap: 300% of the derived fee for this item, or $500, whichever is the lesser amount.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00050	00047	01/11/1990	30/04/2010		Professional attendance by a general practitioner (not being an attendance at consulting rooms or a residential aged care facility and not being a service to which any other item in this table applies), lasting at least 40 minutes and including any of the following that are clinically relevant:(a) taking an extensive patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation  an attendance on 1 or more patients at 1 place on 1 occasion - each patient.  extended medicare safety net cap: 300% of the derived fee for this item, or $500, whichever is the lesser amount.	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00051	00051	01/11/1990	31/12/2999		Professional attendance by a general practitioner at a residential aged care facility to residents of the facility (not being a service to which any other item in this table applies), lasting at least 40 minutes and including any of the following that are clinically relevant:(a) taking an extensive patient history;(b) performing a clinical examination;(c) arranging any necessary investigation;(d) implementing a management plan;(e) providing appropriate preventive health care;for 1 or more health-related issues, with appropriate documentation - an attendance on 1 or more patients at 1 residential aged care facility on 1 occasion - each patient	01	A01		PROFESSIONAL ATTENDANCES	GENERAL PRACTITIONER ATTENDANCES TO WHICH NO OTHER ITEM APPLIES		0101	Non-referred attendances GP/VR GP
00052	00052	01/12/1989	31/12/2999		Professional attendance at consulting rooms of not more than 5 minutes duration (not being a service to which any other item applies) by a medical practitioner (not being a general practitioner)  each attendance	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00053	00053	01/12/1989	31/12/2999		Professional attendance at consulting rooms of more than 5 minutes duration but not more than 25 minutes duration (not being a service to which any other item applies) by a medical practitioner (not being a general practitioner)  each attendance	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
00054	00054	01/12/1989	31/12/2999		Professional attendance at consulting rooms of more than 25 minutes duration but not more than 45 minutes duration (not being a service to which any other item applies) by a medical practitioner (not being a general practitioner)  each attendance	01	A02	A0201	PROFESSIONAL ATTENDANCES	OTHER NON-REFERRED ATTENDANCES TO WHICH NO OTHER ITEM APPLIES	OTHER MEDICAL PRACTITIONER ATTENDANCES	0103	Non-referred attendances - Other
